Date,Product,Region,Units_Sold,Unit_Price,Customer_Rating,Discount_Applied,Revenue
2024-11-05,Laptop,South,44,572.56,3,0.0,25192.64
2024-11-05,Laptop,North,18,433.08,4,0.2,6236.352
2024-11-06,Keyboard,Central,15,1954.16,4,0.2,23449.920000000002
2024-11-08,Phone,South,25,216.56,4,0.1,4872.6
2024-11-09,Laptop,Central,30,1101.38,5,0.05,31389.329999999998
2024-11-09,Mouse,West,15,1024.67,2,0.05,14601.5475
2024-11-10,Tablet,West,48,214.51,2,0.15,8752.008
2024-11-11,Desktop,North,15,388.85,1,0.0,5832.75
2024-11-11,Laptop,West,43,1226.61,3,0.05,50107.01849999999
2024-11-12,Laptop,South,15,784.26,2,0.15,9999.314999999999
2024-11-13,Laptop,Central,11,134.64,1,0.2,1184.832
2024-11-13,Desktop,North,13,641.26,4,0.0,8336.38
2024-11-13,Monitor,East,13,1591.53,1,0.0,20689.89
2024-11-14,Keyboard,East,2,385.09,3,0.2,616.144
2024-11-15,Desktop,West,14,1945.65,2,0.15,23153.235
2024-11-16,Desktop,East,17,1990.25,4,0.0,33834.25
2024-11-17,Tablet,North,48,330.63,1,0.0,15870.24
2024-11-18,Keyboard,West,18,1251.88,5,0.2,18027.072000000004
2024-11-18,Laptop,North,15,1953.66,3,0.15,24909.165
2024-11-19,Keyboard,East,41,1243.06,3,0.05,48417.187
2024-11-20,Printer,East,8,179.71,4,0.1,1293.912
2024-11-20,Monitor,West,27,1695.74,2,0.05,43495.731
2024-11-20,Desktop,East,23,1561.52,1,0.15,30527.715999999997
2024-11-21,Monitor,Central,32,798.74,2,0.2,20447.744000000002
2024-11-21,Monitor,North,10,281.52,2,0.1,2533.68
2024-11-22,Phone,West,49,109.39,2,0.0,5360.11
2024-11-22,Desktop,Central,17,110.94,3,0.15,1603.083
2024-11-23,Phone,East,24,1377.94,4,0.0,33070.56
2024-11-24,Desktop,West,45,1754.42,2,0.2,63159.12000000001
2024-11-26,Monitor,North,3,1740.33,1,0.05,4959.9405
2024-11-26,Phone,South,45,589.6,1,0.2,21225.600000000002
2024-12-03,Phone,West,44,1109.22,2,0.0,48805.68
2024-12-03,Keyboard,North,39,540.7,1,0.05,20032.935
2024-12-03,Keyboard,West,22,1168.36,2,0.2,20563.136
2024-12-05,Desktop,North,11,980.64,1,0.0,10787.039999999999
2024-12-05,Monitor,Central,15,717.86,5,0.0,10767.9
2024-12-05,Phone,Central,4,732.7,4,0.15,2491.1800000000003
2024-12-06,Phone,East,4,1356.6,1,0.0,5426.4
2024-12-07,Tablet,East,46,798.32,3,0.1,33050.448000000004
2024-12-07,Laptop,South,24,1415.11,3,0.2,27170.112
2024-12-07,Keyboard,West,46,348.35,4,0.1,14421.69
2024-12-08,Mouse,East,13,1447.19,2,0.05,17872.7965
2024-12-09,Monitor,North,26,176.21,4,0.2,3665.168
2024-12-09,Laptop,South,45,1314.33,5,0.1,53230.365
2024-12-10,Monitor,East,8,625.97,2,0.15,4256.5960000000005
2024-12-10,Printer,Central,30,1933.73,5,0.1,52210.71
2024-12-11,Monitor,East,44,590.45,3,0.0,25979.800000000003
2024-12-11,Desktop,South,13,814.19,4,0.2,8467.576000000001
2024-12-11,Monitor,South,34,191.6,5,0.0,6514.4
2024-12-11,Phone,Central,31,1500.06,2,0.1,41851.674
2024-12-11,Tablet,Central,31,1415.63,1,0.2,35107.624
2024-12-13,Monitor,Central,29,1010.45,5,0.2,23442.440000000002
2024-12-14,Laptop,North,21,823.18,3,0.0,17286.78
2024-12-14,Keyboard,North,6,1466.48,5,0.0,8798.880000000001
2024-12-14,Mouse,West,32,1285.33,5,0.1,37017.504
2024-12-14,Tablet,North,10,983.89,5,0.0,9838.9
2024-12-14,Mouse,South,9,1501.12,1,0.1,12159.071999999998
2024-12-15,Desktop,North,12,508.88,2,0.05,5801.231999999999
2024-12-16,Phone,Central,13,1361.23,3,0.2,14156.792000000001
2024-12-17,Tablet,North,2,281.86,3,0.05,535.534
2024-12-17,Keyboard,South,3,1586.53,2,0.0,4759.59
2024-12-19,Tablet,North,38,370.27,4,0.2,11256.207999999999
2024-12-20,Printer,South,32,558.28,3,0.05,16971.712
2024-12-20,Laptop,West,3,510.47,5,0.05,1454.8395
2024-12-22,Tablet,South,42,603.59,4,0.1,22815.702
2024-12-24,Keyboard,North,45,1337.34,2,0.1,54162.27
2024-12-24,Laptop,West,40,1644.67,5,0.1,59208.12
2024-12-25,Monitor,South,18,422.54,4,0.05,7225.434
2024-12-25,Laptop,North,2,842.72,5,0.15,1432.624
2024-12-25,Monitor,South,15,1553.14,5,0.0,23297.100000000002
2024-12-25,Phone,East,32,1481.62,2,0.1,42670.655999999995
2024-12-25,Monitor,Central,24,1273.91,2,0.0,30573.840000000004
2024-12-29,Tablet,East,42,1827.16,5,0.0,76740.72
2024-12-30,Desktop,Central,17,1117.09,5,0.15,16141.950499999999
2024-12-30,Desktop,South,34,1284.81,4,0.15,37131.009
2024-12-31,Printer,North,1,214.27,4,0.15,182.1295
